TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-28 12:19:55,1779970795348,agentboster.vercel.app/icon.png,GET,,304,dfvpp-1779970795348-aa018ea1f19c,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,263,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DSTSMJ74KPEABANMM7XH,4WWIwWE59oLj,1,,
2026-05-28 12:19:55,1779970795348,agentboster.vercel.app/icon.png,GET,,304,dfvpp-1779970795348-aa018ea1f19c,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,33,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:55,1779970795155,agentboster.vercel.app/icon.png,GET,,304,lcsjh-1779970795155-80ad9d29b429,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,263,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DSMTAKNWS6T02TJQN4EB,4WWIwWE59oLj,1,,
2026-05-28 12:19:55,1779970795155,agentboster.vercel.app/icon.png,GET,,304,lcsjh-1779970795155-80ad9d29b429,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,21,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:55,1779970795129,agentboster.vercel.app/config/channels,POST,nxtPsection=channels,200,fwcw8-1779970795129-a25740305b8a,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,11,sin1,262,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DSKZG7KQK150G4RDTVFQ,4WWIwWE59oLj,1,,
2026-05-28 12:19:55,1779970795129,agentboster.vercel.app/config/channels,POST,nxtPsection=channels,200,fwcw8-1779970795129-a25740305b8a,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config/[section],agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,iad1,387,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DSR9GH8643S1S4T0JV7J,pqGXL4A3iQhf,1,,
2026-05-28 12:19:54,1779970794935,agentboster.vercel.app/icon.png,GET,,304,65mm5-1779970794935-414f7b12ac38,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,262,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DSE06GZSS36P6KYPPYA3,4WWIwWE59oLj,1,,
2026-05-28 12:19:54,1779970794935,agentboster.vercel.app/icon.png,GET,,304,65mm5-1779970794935-414f7b12ac38,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,24,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:54,1779970794785,agentboster.vercel.app/icon.png,GET,,304,65mm5-1779970794785-096b57557dab,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,262,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DS96AB45JWS31HQX81JA,4WWIwWE59oLj,1,,
2026-05-28 12:19:54,1779970794785,agentboster.vercel.app/icon.png,GET,,304,65mm5-1779970794785-096b57557dab,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,20,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:54,1779970794610,agentboster.vercel.app/config/channels,GET,_rsc=lvmfl,200,6n9cm-1779970794610-3b72adbe9688,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config/[section].rsc,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,9,iad1,387,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DS7Y4PR9MXXJZDBAHS4Y,pqGXL4A3iQhf,1,,
2026-05-28 12:19:54,1779970794610,agentboster.vercel.app/config/channels,GET,_rsc=lvmfl,200,6n9cm-1779970794610-3b72adbe9688,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,262,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DS3TEDTPX79946QHT9K6,4WWIwWE59oLj,1,,
2026-05-28 12:19:54,1779970794609,agentboster.vercel.app/icon.png,GET,,304,mmzr6-1779970794609-09414c910643,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DS3NCBHNX4BH1R9QJA0S,viDZ7dm0ojZf,1,,
2026-05-28 12:19:54,1779970794609,agentboster.vercel.app/icon.png,GET,,304,mmzr6-1779970794609-09414c910643,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,19,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:54,1779970794461,agentboster.vercel.app/icon.png,GET,,304,mmzr6-1779970794461-76d6e8a7329b,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DRZ2F2W6DVXP7MMCZ0B6,viDZ7dm0ojZf,1,,
2026-05-28 12:19:54,1779970794461,agentboster.vercel.app/icon.png,GET,,304,mmzr6-1779970794461-76d6e8a7329b,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,20,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:54,1779970794314,agentboster.vercel.app/icon.png,GET,,304,djpmx-1779970794314-a89e4c615865,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,7,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DRTEF7663Y0KEFKZ83JS,viDZ7dm0ojZf,1,,
2026-05-28 12:19:54,1779970794314,agentboster.vercel.app/icon.png,GET,,304,djpmx-1779970794314-a89e4c615865,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,20,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:54,1779970794139,agentboster.vercel.app/icon.png,GET,,304,647kq-1779970794139-a2d21ccaaf46,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DRMZTHQ92SRNRCAP9RRN,viDZ7dm0ojZf,1,,
2026-05-28 12:19:54,1779970794139,agentboster.vercel.app/icon.png,GET,,304,647kq-1779970794139-a2d21ccaaf46,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,20,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:53,1779970793677,agentboster.vercel.app/config/agents,GET,_rsc=1bavl,200,65mm5-1779970793677-5eb7e7f35f92,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DR6K7W0TE48Z5H836CW0,viDZ7dm0ojZf,1,,
2026-05-28 12:19:53,1779970793677,agentboster.vercel.app/config/agents,GET,_rsc=1bavl,200,65mm5-1779970793677-5eb7e7f35f92,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config/[section].rsc,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,9,iad1,387,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DRAV3WRZ83SP5M18EMXD,pqGXL4A3iQhf,1,,
2026-05-28 12:19:46,1779970786576,agentboster.vercel.app/config,GET,_rsc=oo0xw,200,b9dvm-1779970786576-12f05b294e4c,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,11,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DH8NYHR9F9NFTD0998KG,viDZ7dm0ojZf,1,,
2026-05-28 12:19:46,1779970786576,agentboster.vercel.app/config,GET,_rsc=oo0xw,200,b9dvm-1779970786576-12f05b294e4c,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config.rsc,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,6,iad1,387,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DHCT8X3QRY054VH317XY,pqGXL4A3iQhf,1,,
2026-05-28 12:19:46,1779970786470,agentboster.vercel.app/config/notifications,GET,_rsc=oo0xw,200,98xp6-1779970786470-1a39775faa64,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,11,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DH5C3PK254R3VC7D9F9A,viDZ7dm0ojZf,1,,
2026-05-28 12:19:46,1779970786470,agentboster.vercel.app/config/notifications,GET,_rsc=oo0xw,200,98xp6-1779970786470-1a39775faa64,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config/notifications.rsc,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,13,iad1,387,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DH9MJ3E91N05WTF42SS6,pqGXL4A3iQhf,1,,
2026-05-28 12:19:46,1779970786120,agentboster.vercel.app/fonts/geist-mono.woff2,GET,,200,c8pkj-1779970786120-662c30986b0d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DGTC6216EMKV2TGAJT5M,viDZ7dm0ojZf,1,,
2026-05-28 12:19:46,1779970786120,agentboster.vercel.app/fonts/geist-mono.woff2,GET,,200,c8pkj-1779970786120-662c30986b0d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/fonts/geist-mono.woff2,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,319,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 12:19:46,1779970786070,agentboster.vercel.app/config/tasks,GET,_rsc=oo0xw,200,tqq8v-1779970786070-18e0ea34ba9d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,8,sin1,265,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DGRT6N3J0VH644TTFT41,tuIsSYPoFJyP,1,,
2026-05-28 12:19:46,1779970786070,agentboster.vercel.app/config/tasks,GET,_rsc=oo0xw,200,tqq8v-1779970786070-18e0ea34ba9d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/config/tasks.rsc,agentboster.vercel.app,agentboster-e5i09bdvc-sekaimoes-projects.vercel.app,dpl_Dhb9AocknwvbBWE6v9xonKFqBSQt,12,iad1,465,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQ8DGWXY5RPSWVMV4WY4MZE,FJHV6i9NaUst,1,,
